feedline_width_fw_mm,patch_length_pl_mm,patch_width_pw_mm,resonant_frequency_ghz,minimum_s11_db,bandwidth_ghz,z_real,z_imaginary
0.556,2.49,2.99,39.091,-16.37,1.287002,43.203914,3.5636244
0.556,2.49,3.03,39.028,-17.648,1.32,45.044505,3.2281498
0.556,2.49,3.07,38.968,-19.173,1.344002,46.99682,2.9295083
0.556,2.49,3.11,38.908,-21.061,1.359001,49.044267,2.5308661
0.556,2.49,3.15,38.845,-23.506,1.371002,51.157726,1.9705529
0.556,2.49,3.19,38.785,-26.52,1.368,53.125087,1.4003462
0.556,2.49,3.23,38.731,-31.76,1.365002,55.38832,0.84511237
0.556,2.49,3.27,38.674,-45.278,1.355999,57.594639,0.18792628
0.556,2.49,3.31,38.611,-36.419,1.341,59.879265,-0.5906024
0.556,2.5,2.95,39.025,-14.936,1.232998,40.812253,3.5799547
0.556,2.5,2.99,38.962,-15.984,1.278,42.548199,3.3615221
0.556,2.5,3.03,38.899,-17.194,1.311001,44.356025,3.0564455
0.556,2.5,3.07,38.839,-18.623,1.338002,46.271691,2.7931566
0.556,2.5,3.11,38.779,-20.369,1.359001,48.281567,2.4353625
0.556,2.5,3.15,38.716,-22.585,1.368,50.360895,1.9213656
0.556,2.5,3.19,38.659,-25.218,1.370999,52.331083,1.5524129
0.556,2.5,3.23,38.605,-29.475,1.370999,54.559764,1.0579277
0.556,2.5,3.27,38.548,-37.466,1.361999,56.729323,0.46273964
0.556,2.5,3.31,38.485,-43.113,1.347,58.977282,-0.24708685
0.556,2.51,2.95,38.896,-14.621,1.215,40.205899,3.2909504
0.556,2.51,2.99,38.833,-15.622,1.263001,41.909513,3.0956397
0.556,2.51,3.03,38.77,-16.771,1.299,43.684727,2.8178991
0.556,2.51,3.07,38.71,-18.117,1.332001,45.564124,2.58569
0.556,2.51,3.11,38.65,-19.741,1.350002,47.536471,2.264378
0.556,2.51,3.15,38.59,-21.768,1.365002,49.612924,1.9451501
0.556,2.51,3.19,38.533,-24.107,1.370998,51.545009,1.6187623
0.556,2.51,3.23,38.476,-27.699,1.374,53.699802,1.0205561
0.556,2.51,3.27,38.422,-33.491,1.365002,55.869809,0.63997994
0.556,2.51,3.31,38.359,-60.068,1.353001,58.081582,-0.007793609
0.556,2.52,2.95,38.767,-14.324,1.197003,39.618272,2.9492037
0.556,2.52,2.99,38.704,-15.282,1.251,41.290371,2.7739355
0.556,2.52,3.03,38.644,-16.376,1.289997,43.054062,2.6614995
0.556,2.52,3.07,38.584,-17.647,1.323002,44.899629,2.4602046
0.556,2.52,3.11,38.524,-19.167,1.347,46.837512,2.1738109
0.556,2.52,3.15,38.464,-21.035,1.365002,48.877135,1.8956583
0.556,2.52,3.19,38.407,-23.141,1.368,50.771851,1.6071931
0.556,2.52,3.23,38.353,-26.254,1.374001,52.926796,1.2176138
0.556,2.52,3.27,38.296,-30.822,1.371003,55.022217,0.7294558
0.556,2.52,3.31,38.236,-41.175,1.362,57.234758,0.30218581
0.556,2.53,2.95,38.638,-14.044,1.179001,39.055437,2.58068
0.556,2.53,2.99,38.575,-14.963,1.232998,40.697301,2.423138
0.556,2.53,3.03,38.515,-16.007,1.277999,42.426779,2.3310026
0.556,2.53,3.07,38.455,-17.213,1.314,44.237561,2.1543321
0.556,2.53,3.11,38.398,-18.642,1.341,46.161874,2.043804
0.556,2.53,3.15,38.338,-20.376,1.359001,48.164899,1.8017498
0.556,2.53,3.19,38.281,-22.291,1.368,50.022695,1.5484803
0.556,2.53,3.23,38.227,-25.043,1.374,52.141581,1.2045103
0.556,2.53,3.27,38.17,-28.816,1.371002,54.195664,0.76364274
0.556,2.53,3.31,38.11,-35.758,1.365001,56.369895,0.38530073
0.556,2.54,2.95,38.509,-13.778,1.158001,38.512713,2.1586328
0.556,2.54,2.99,38.449,-14.661,1.215,40.1382,2.1523104
0.556,2.54,3.03,38.389,-15.66,1.265998,41.835883,2.0806819
0.556,2.54,3.07,38.329,-16.807,1.302002,43.614495,1.9285568
0.556,2.54,3.11,38.269,-18.156,1.334999,45.484831,1.6998756
0.556,2.54,3.15,38.212,-19.775,1.355999,47.470855,1.6362691
0.556,2.54,3.19,38.155,-21.532,1.365,49.291321,1.4135004
0.556,2.54,3.23,38.101,-24,1.374,51.373492,1.1111316
0.556,2.54,3.27,38.047,-27.223,1.374,53.416252,0.87147536
0.556,2.54,3.31,37.987,-32.493,1.368,55.551942,0.54149652
0.578,2.45,2.95,39.739,-16.152,0.909,42.309554,5.1881297
0.578,2.45,2.99,39.673,-17.424,0.993,44.138144,4.7611153
0.578,2.45,3.03,39.607,-18.941,1.074001,46.033323,4.2045728
0.578,2.45,3.07,39.541,-20.812,1.146,47.994963,3.5172722
0.578,2.45,3.11,39.478,-23.237,1.215,50.079418,2.8417285
0.578,2.45,3.15,39.412,-26.653,1.280998,52.206574,1.9744736
0.578,2.45,3.19,39.346,-31.987,1.344002,54.322197,1.1377588
0.578,2.45,3.23,39.292,-52.955,1.349998,56.675848,0.14818647
0.578,2.45,3.27,39.226,-34.861,1.332,58.754136,-0.93181515
0.578,2.45,3.31,39.175,-27.548,1.311001,61.337566,-2.1773928
0.578,2.46,2.95,39.607,-15.74,1.035,41.580206,5.003676
0.578,2.46,2.99,39.541,-16.939,1.118999,43.371847,4.6121261
0.578,2.46,3.03,39.475,-18.355,1.200001,45.231106,4.0963766
0.578,2.46,3.07,39.409,-20.076,1.275002,47.157946,3.4565464
0.578,2.46,3.11,39.346,-22.258,1.344002,49.203979,2.8340563
0.578,2.46,3.15,39.283,-25.215,1.368,51.35298,2.176099
0.578,2.46,3.19,39.217,-29.446,1.365002,53.435098,1.4047865
0.578,2.46,3.23,39.163,-39.233,1.355999,55.759029,0.49828984
0.578,2.46,3.27,39.1,-40.707,1.340999,57.881326,-0.35212955
0.578,2.46,3.31,39.046,-29.653,1.32,60.371323,-1.6506198
0.578,2.47,2.95,39.475,-15.356,1.158001,40.873467,4.7697687
0.578,2.47,2.99,39.409,-16.49,1.245,42.628542,4.4094251
0.578,2.47,3.03,39.343,-17.818,1.323002,44.45235,3.9311768
0.578,2.47,3.07,39.28,-19.41,1.344002,46.383994,3.4775567
0.578,2.47,3.11,39.217,-21.399,1.362,48.398947,2.9054788
0.578,2.47,3.15,39.154,-24.009,1.368,50.513458,2.3062319
0.578,2.47,3.19,39.088,-27.525,1.365,52.56057,1.5945857
0.578,2.47,3.23,39.034,-34.229,1.361999,54.851479,0.76415271
0.578,2.47,3.27,38.971,-65.562,1.347,56.941221,-0.017273827
0.578,2.47,3.31,38.92,-32.362,1.329002,59.478356,-1.0604196
0.578,2.48,2.95,39.343,-14.998,1.236,40.191399,4.4927254
0.578,2.48,2.99,39.277,-16.074,1.278,41.911206,4.1605584
0.578,2.48,3.03,39.214,-17.325,1.314,43.735049,3.854508
0.578,2.48,3.07,39.151,-18.809,1.338001,45.631828,3.4420495
0.578,2.48,3.11,39.088,-20.635,1.355999,47.612741,2.9173875
0.578,2.48,3.15,39.025,-22.974,1.365,49.690795,2.3721101
0.578,2.48,3.19,38.959,-25.986,1.368,51.702942,1.7144636
0.578,2.48,3.23,38.905,-31.137,1.365002,53.960222,0.95364974
0.578,2.48,3.27,38.842,-41.964,1.356003,56.014768,0.23626399
0.578,2.48,3.31,38.791,-36.217,1.341,58.517021,-0.71500075
0.578,2.49,2.95,39.214,-14.661,1.218002,39.553566,4.2793006
0.578,2.49,2.99,39.148,-15.685,1.263,41.240778,3.9746658
0.578,2.49,3.03,39.085,-16.868,1.302002,43.029354,3.7000502
0.578,2.49,3.07,39.022,-18.259,1.332001,44.890408,3.3244739
0.578,2.49,3.11,38.959,-19.947,1.352996,46.83654,2.8427002
0.578,2.49,3.15,38.896,-22.067,1.362,48.87706,2.3448781
0.578,2.49,3.19,38.833,-24.704,1.368,50.897153,1.8877284
0.578,2.49,3.23,38.779,-28.905,1.368,53.122998,1.1949641
0.578,2.49,3.27,38.716,-35.78,1.358997,55.143665,0.53675188
0.578,2.49,3.31,38.665,-43.078,1.350002,57.615662,-0.32915323
0.578,2.5,2.95,39.085,-14.344,1.199997,38.938759,4.0340224
0.578,2.5,2.99,39.019,-15.322,1.250999,40.594443,3.7543453
0.578,2.5,3.03,38.956,-16.445,1.290001,42.34841,3.5081398
0.578,2.5,3.07,38.893,-17.753,1.326,44.174902,3.1661121
0.578,2.5,3.11,38.83,-19.325,1.347,46.086233,2.7235493
0.578,2.5,3.15,38.77,-21.266,1.361999,48.126912,2.4161715
0.578,2.5,3.19,38.704,-23.613,1.368,50.069613,1.8560068
0.578,2.5,3.23,38.653,-27.166,1.370998,52.301201,1.3768179
0.578,2.5,3.27,38.59,-32.267,1.365002,54.28859,0.77320513
0.578,2.5,3.31,38.539,-57.321,1.355999,56.728719,-0.013263401
0.578,2.51,2.95,38.953,-14.046,1.178997,38.320194,3.6008098
0.578,2.51,2.99,38.89,-14.982,1.233002,39.965267,3.4732034
0.578,2.51,3.03,38.827,-16.05,1.278,41.685247,3.2521288
0.578,2.51,3.07,38.764,-17.286,1.313999,43.477077,2.9397022
0.578,2.51,3.11,38.704,-18.756,1.340999,45.38301,2.6757181
0.578,2.51,3.15,38.641,-20.547,1.356002,47.354558,2.263286
0.578,2.51,3.19,38.578,-22.663,1.365002,49.295031,1.8929895
0.578,2.51,3.23,38.527,-25.744,1.370999,51.486454,1.4695752
0.578,2.51,3.27,38.464,-29.816,1.368,53.440041,0.91604384
0.578,2.51,3.31,38.416,-40.564,1.361999,55.890316,0.36307534
0.578,2.52,2.95,38.824,-13.764,1.158001,37.743743,3.2483762
0.578,2.52,2.99,38.761,-14.66,1.217998,39.355703,3.138804
0.578,2.52,3.03,38.698,-15.679,1.266003,41.042368,2.9396324
0.578,2.52,3.07,38.638,-16.852,1.301998,42.823742,2.7922648
0.578,2.52,3.11,38.578,-18.233,1.334999,44.693611,2.5616424
0.578,2.52,3.15,38.515,-19.896,1.355999,46.63129,2.1883013
0.578,2.52,3.19,38.452,-21.822,1.365002,48.533919,1.8551818
0.578,2.52,3.23,38.401,-24.548,1.370998,50.68596,1.4822098
0.578,2.52,3.27,38.338,-27.939,1.368,52.603529,0.97388023
0.578,2.52,3.31,38.29,-35.25,1.365002,55.011663,0.4867706
0.578,2.53,2.95,38.698,-13.497,1.136997,37.207391,2.9992033
0.578,2.53,2.99,38.632,-14.358,1.200001,38.772267,2.7769243
0.578,2.53,3.03,38.572,-15.333,1.251,40.44503,2.7320572
0.578,2.53,3.07,38.509,-16.448,1.292999,42.172455,2.4722217
0.578,2.53,3.11,38.449,-17.751,1.326001,44.005168,2.2679455
0.578,2.53,3.15,38.389,-19.304,1.349998,45.931441,2.0710371
0.578,2.53,3.19,38.326,-21.073,1.361999,47.797077,1.7722936
0.578,2.53,3.23,38.275,-23.52,1.371002,49.91036,1.4459957
0.578,2.53,3.27,38.215,-26.432,1.370998,51.824645,1.1329962
0.578,2.53,3.31,38.164,-32.035,1.368,54.159865,0.55134058
0.578,2.54,2.95,38.569,-13.244,1.110001,36.67313,2.5699446
0.578,2.54,2.99,38.506,-14.073,1.179001,38.22353,2.492411
0.578,2.54,3.03,38.443,-15.007,1.236,39.848331,2.3323031
0.578,2.54,3.07,38.383,-16.069,1.280998,41.56079,2.2299029
0.578,2.54,3.11,38.323,-17.303,1.316998,43.359276,2.051775
0.578,2.54,3.15,38.263,-18.761,1.343998,45.249642,1.8848168
0.578,2.54,3.19,38.2,-20.395,1.355999,47.075759,1.6165176
0.578,2.54,3.23,38.149,-22.617,1.370999,49.152084,1.3319772
0.578,2.54,3.27,38.089,-25.172,1.373996,51.027885,1.0537412
0.578,2.54,3.31,38.041,-29.737,1.374001,53.355911,0.68703803
0.6,2.45,2.95,39.799,-15.516,0.84,40.525451,5.6887554
0.6,2.45,2.99,39.73,-16.699,0.926998,42.274146,5.2083707
0.6,2.45,3.03,39.661,-18.096,1.011002,44.083178,4.5960554
0.6,2.45,3.07,39.595,-19.786,1.089001,45.99982,3.9896028
0.6,2.45,3.11,39.529,-21.922,1.160999,47.982481,3.2485858
0.6,2.45,3.15,39.466,-24.81,1.227001,50.099568,2.5242052
0.6,2.45,3.19,39.4,-29.235,1.292999,52.25788,1.5905122
0.6,2.45,3.23,39.337,-37.527,1.349998,54.336921,0.68842102
0.6,2.45,3.27,39.277,-37.479,1.338001,56.989011,-0.65354559
0.6,2.45,3.31,39.217,-30.122,1.317002,58.821113,-1.6032975
0.6,2.46,2.95,39.667,-15.127,0.963001,39.803213,5.4853863
0.6,2.46,2.99,39.598,-16.245,1.053001,41.516086,5.0389581
0.6,2.46,3.03,39.529,-17.553,1.137001,43.290093,4.46584
0.6,2.46,3.07,39.463,-19.117,1.215,45.169242,3.9043441
0.6,2.46,3.11,39.4,-21.059,1.286999,47.166081,3.355318
0.6,2.46,3.15,39.337,-23.606,1.355999,49.247313,2.6926281
0.6,2.46,3.19,39.271,-27.283,1.365002,51.376806,1.8287295
0.6,2.46,3.23,39.208,-33.084,1.358997,53.423281,0.99606887
0.6,2.46,3.27,39.148,-47.291,1.347,56.049224,-0.24345664
0.6,2.46,3.31,39.088,-33.17,1.326001,57.855279,-1.124675
0.6,2.47,2.95,39.535,-14.764,1.083,39.103723,5.2346805
0.6,2.47,2.99,39.466,-15.824,1.175999,40.781179,4.818393
0.6,2.47,3.03,39.4,-17.055,1.263,42.559993,4.4155037
0.6,2.47,3.07,39.334,-18.511,1.334999,44.405487,3.8973156
0.6,2.47,3.11,39.271,-20.292,1.353,46.365743,3.3975498
0.6,2.47,3.15,39.208,-22.573,1.365002,48.410534,2.7907037
0.6,2.47,3.19,39.142,-25.723,1.368,50.508234,1.9914235
0.6,2.47,3.23,39.079,-30.214,1.361999,52.521362,1.2224298
0.6,2.47,3.27,39.022,-46.825,1.353001,55.182682,0.22925813
0.6,2.47,3.31,38.962,-37.767,1.338002,56.964677,-0.58712425
0.6,2.48,2.95,39.403,-14.424,1.206001,38.429126,4.9431497
0.6,2.48,2.99,39.337,-15.432,1.254002,40.104787,4.6845091
0.6,2.48,3.03,39.271,-16.594,1.296002,41.849171,4.3158008
0.6,2.48,3.07,39.205,-17.958,1.326,43.661242,3.8368529
0.6,2.48,3.11,39.142,-19.604,1.347,45.58488,3.381925
0.6,2.48,3.15,39.079,-21.671,1.361999,47.593402,2.8263946
0.6,2.48,3.19,39.013,-24.43,1.368,49.657886,2.0850911
0.6,2.48,3.23,38.953,-28.105,1.365002,51.68955,1.5236246
0.6,2.48,3.27,38.893,-37.582,1.362,54.259805,0.47164223
0.6,2.48,3.31,38.836,-47.661,1.347001,56.074871,-0.13344181
0.6,2.49,2.95,39.274,-14.103,1.185001,37.79906,4.7133006
0.6,2.49,2.99,39.205,-15.065,1.239002,39.411623,4.3495771
0.6,2.49,3.03,39.139,-16.167,1.284001,41.119228,4.0077085
0.6,2.49,3.07,39.076,-17.449,1.317001,42.928748,3.6972014
0.6,2.49,3.11,39.013,-18.981,1.343998,44.81567,3.282667
0.6,2.49,3.15,38.95,-20.871,1.355999,46.786662,2.7736162
0.6,2.49,3.19,38.887,-23.33,1.368,48.862207,2.2305814
0.6,2.49,3.23,38.824,-26.442,1.368,50.80732,1.5762008
0.6,2.49,3.27,38.767,-33.281,1.368,53.394106,0.75689606
0.6,2.49,3.31,38.71,-46.881,1.353,55.1755,0.20804259
0.6,2.5,2.95,39.142,-13.802,1.161,37.168637,4.3265124
0.6,2.5,2.99,39.076,-14.722,1.221001,38.774698,4.1128326
0.6,2.5,3.03,39.01,-15.769,1.269001,40.449303,3.798069
0.6,2.5,3.07,38.947,-16.98,1.305,42.222655,3.5187987
0.6,2.5,3.11,38.884,-18.412,1.334999,44.073127,3.1404782
0.6,2.5,3.15,38.824,-20.155,1.353001,46.043453,2.8162668
0.6,2.5,3.19,38.761,-22.374,1.365,48.084292,2.3241719
0.6,2.5,3.23,38.698,-25.077,1.368,49.995824,1.7208124
0.6,2.5,3.27,38.641,-30.476,1.368,52.545805,0.9795911
0.6,2.5,3.31,38.584,-37.748,1.358997,54.291057,0.48063469
0.6,2.51,2.95,39.013,-13.518,1.14,36.581818,4.0118528
0.6,2.51,2.99,38.947,-14.399,1.202999,38.155376,3.8178695
0.6,2.51,3.03,38.884,-15.398,1.253998,39.822406,3.6587006
0.6,2.51,3.07,38.821,-16.545,1.295998,41.562111,3.4099977
0.6,2.51,3.11,38.758,-17.89,1.326,43.379037,3.0674827
0.6,2.51,3.15,38.695,-19.507,1.349998,45.278082,2.6419279
0.6,2.51,3.19,38.632,-21.53,1.362,47.280278,2.1930836
0.6,2.51,3.23,38.572,-23.921,1.368,49.193382,1.7804105
0.6,2.51,3.27,38.515,-28.394,1.374001,51.703181,1.1115407
0.6,2.51,3.31,38.458,-33.465,1.361999,53.413305,0.65651979
0.6,2.52,2.95,38.884,-13.248,1.112999,36.013682,3.6491733
0.6,2.52,2.99,38.818,-14.094,1.181999,37.555824,3.4721101
0.6,2.52,3.03,38.755,-15.049,1.239003,39.187839,3.3329476
0.6,2.52,3.07,38.692,-16.139,1.281002,40.892448,3.1083185
0.6,2.52,3.11,38.632,-17.408,1.316998,42.699635,2.9317689
0.6,2.52,3.15,38.569,-18.917,1.343998,44.564045,2.542421
0.6,2.52,3.19,38.506,-20.777,1.359001,46.531076,2.1352524
0.6,2.52,3.23,38.446,-22.92,1.368,48.404793,1.7634079
0.6,2.52,3.27,38.392,-26.748,1.374,50.911614,1.3102796
0.6,2.52,3.31,38.335,-30.658,1.368,52.589201,0.89817812
0.6,2.53,2.95,38.755,-12.993,1.088997,35.470564,3.2628726
0.6,2.53,2.99,38.692,-13.807,1.160999,36.999705,3.2272809
0.6,2.53,3.03,38.629,-14.721,1.220996,38.599682,3.1087546
0.6,2.53,3.07,38.566,-15.76,1.269001,40.27213,2.9084542
0.6,2.53,3.11,38.503,-16.959,1.305,42.017919,2.6239169
0.6,2.53,3.15,38.443,-18.377,1.338002,43.874276,2.4031293
0.6,2.53,3.19,38.383,-20.1,1.355999,45.834026,2.1779536
0.6,2.53,3.23,38.323,-22.043,1.365,47.671876,1.8454556
0.6,2.53,3.27,38.266,-25.396,1.376999,50.103487,1.3054871
0.6,2.53,3.31,38.209,-28.579,1.370999,51.742616,0.93015636
0.6,2.54,2.95,38.629,-12.75,1.062,34.958116,2.9511118
0.6,2.54,2.99,38.563,-13.535,1.139999,36.444147,2.8043484
0.6,2.54,3.03,38.5,-14.412,1.206001,38.011399,2.7001493
0.6,2.54,3.07,38.44,-15.405,1.253998,39.668626,2.650186
0.6,2.54,3.11,38.377,-16.544,1.299,41.382091,2.3908316
0.6,2.54,3.15,38.317,-17.879,1.328999,43.202696,2.1984498
0.6,2.54,3.19,38.257,-19.484,1.353,45.122889,2.0063275
0.6,2.54,3.23,38.197,-21.263,1.361999,46.923352,1.7058105
0.6,2.54,3.27,38.143,-24.244,1.376999,49.339642,1.3705509
0.6,2.54,3.31,38.086,-26.938,1.371003,50.948714,1.0289623
